timestamp,ukfx,ukfy,trilx,trily,yaw1,pitch1,roll1,accx1,accy1,accz1,yaw2,pitch2,roll2,accx2,accy2,accz2
4777534,3.62,6.72,2.77,7.63,0.0,-1.0097941160202026,0.06470643728971481,0.08738835901021957,0.628477931022644,10.155006408691406,-103.181,0.671,0.774,0.134,0.118,9.819
4777576,3.62,6.72,2.77,7.63,0.0,-1.0016535520553589,0.08006247878074646,0.13048399984836578,0.6763619780540466,10.200496673583984,-103.181,0.671,0.774,0.134,0.118,9.819
4777616,3.62,6.73,2.77,7.63,0.0,-0.9705148935317993,0.13850612938404083,0.13766659796237946,0.6715735793113708,10.180145263671875,-103.181,0.671,0.776,0.133,0.112,9.826
4777657,3.62,6.73,2.77,7.63,0.0,-0.9376567006111145,0.2002193182706833,0.1388636976480484,0.6572083830833435,10.181343078613281,-103.181,0.671,0.776,0.133,0.112,9.826
4777699,3.62,6.73,2.77,7.63,0.0,-0.9054732322692871,0.26078400015830994,0.13527239859104156,0.6799532771110535,10.17416000366211,-103.182,0.671,0.776,0.133,0.118,9.819
4777721,3.62,6.73,2.77,7.63,0.0,-0.888800859451294,0.29234737157821655,0.1256955862045288,0.6787561774253845,10.169371604919434,-103.182,0.671,0.776,0.133,0.118,9.819
4777763,3.62,6.74,2.77,7.63,0.0,-0.8576350212097168,0.35126012563705444,0.11013327538967133,0.6727706789970398,10.190919876098633,-103.182,0.671,0.776,0.133,0.118,9.819
4777805,3.62,6.74,2.77,7.63,0.0,-0.8271009922027588,0.40913358330726624,0.1364694982767105,0.6572083830833435,10.17296314239502,-103.182,0.67,0.778,0.13,0.115,9.814
4777827,3.62,6.75,2.77,7.63,0.0,-0.8112821578979492,0.43932533264160156,0.1364694982767105,0.6823474764823914,10.189722061157227,-103.182,0.67,0.778,0.13,0.115,9.814
4777869,3.62,6.75,2.77,7.63,0.0,-0.7817192077636719,0.4957183003425598,0.1388636976480484,0.6703764796257019,10.196905136108398,-103.182,0.67,0.778,0.13,0.115,9.814
4777912,3.62,6.76,2.77,7.63,0.0,-0.7527700066566467,0.5511413216590881,0.1280897855758667,0.6787561774253845,10.190919876098633,-103.183,0.668,0.777,0.129,0.119,9.821
4777934,3.52,6.95,3.63,6.69,0.0,-0.7377778887748718,0.5800679922103882,0.11133038252592087,0.6548141837120056,10.181343078613281,-103.183,0.668,0.777,0.129,0.119,9.821
